"740 KVOR","http://markets.financialcontent.com/citcomm.kvoram?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.kvor.com"
"A.M. Best Company","http://markets.financialcontent.com/ambest?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.ambest.com"
"Adaptu","http://markets.financialcontent.com/adaptu?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.adaptu.com/"
"Alerus Retirement Solutions","http://markets.financialcontent.com/aleris/news/read/{{rcid}}/{{slug}}","http://www.alerusretirementsolutions.com"
"American Public Media","http://thenumbers.marketplace.org/publicradio?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.marketplace.org"
"Anchorage Daily News","http://markets.financialcontent.com/mi.adn/news/read/{{rcid}}/{{slug}}","http://www.adn.com"
"Ascensus","http://markets.financialcontent.com/ascensus?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.ascensus.com/"
"Ashland Times Gazette","http://markets.financialcontent.com/dixcom.timesgazette/news/read/{{rcid}}/{{slug}}","http://www.times-gazette.com"
"Ask","http://markets.ask.com/ask?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.ask.com/"
"AZ Central","http://finance.azcentral.com/azcentral?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.azcentral.com/"
"Belleville News Democrat","http://markets.financialcontent.com/mi.belleville/news/read/{{rcid}}/{{slug}}","http://www.bnd.com"
"Benton Courier","http://business.bentoncourier.com/bentoncourier/news/read/{{rcid}}/{{slug}}","http://www.bentoncourier.com"
"Beyond The Dow","http://markets.financialcontent.com/beyondthedow/news/read/{{rcid}}/{{slug}}","http://www.beyondthedow.com"
"Big Spring Herald","http://business.bigspringherald.com/bigspringherald/news/read/{{rcid}}/{{slug}}","http://www.bigspringherald.com"
"Biospace","http://investor.biospace.com/biospace/news/read/{{rcid}}/{{slug}}","http://www.biospace.com"
"Blouin News","http://markets.blouinnews.com/blouin/news/read?GUID={{rcid}}","http://markets.blouinnews.com"
"Boston.com","http://finance.boston.com/boston/news/read/{{rcid}}/{{slug}}","http://finance.boston.com"
"BPTrade","http://markets.financialcontent.com/bptrade?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.bptrade.com"
"Bradenton Herald","http://markets.financialcontent.com/mi.bradenton/news/read/{{rcid}}/{{slug}}","http://www.bradenton.com"
"Business Insurance","http://markets.financialcontent.com/crain.businessinsurance?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.businessinsurance.com/"
"CablingInstall","http://markets.financialcontent.com/pennwell.cabling/news/read/{{rcid}}/{{slug}}","http://www.cablinginstall.com"
"Carlsbad Current-Argus","http://markets.financialcontent.com/mng-elpaso.currentargus/news/read/{{rcid}}/{{slug}}","http://www.currentargus.com"
"Centre Daily Times","http://studio.financialcontent.com/mi.centredaily/news/read/{{rcid}}/{{slug}}","http://www.centredaily.com"
"CEO World News","http://finance.ceoworld.biz/ceoworldbiz?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.ceoworld.biz/"
"Concord Monitor","http://markets.financialcontent.com/concordmonitor?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.concordmonitor.com/"
"Contra Costa Times","http://markets.financialcontent.com/mng-ba.contracostatimes/news/read/{{rcid}}/{{slug}}","http://www.contracostatimes.com"
"DailyBulletin.com","http://markets.financialcontent.com/mng-lang.dailybulletin/news/read/{{rcid}}/{{slug}}","http://www.dailybulletin.com"
"Daily Herald","http://finance.dailyherald.com/dailyherald/news/read/{{rcid}}/{{slug}}","http://www.dailyherald.com"
"Daily Times Leader","http://business.dailytimesleader.com/dailytimesleader/news/read/{{rcid}}/{{slug}}","http://www.dailytimesleader.com"
"Decatur Daily Democrat","http://business.decaturdailydemocrat.com/decaturdailydemocrat/news/read/{{rcid}}/{{slug}}","http://www.decaturdailydemocrat.com"
"Dental Economics","http://markets.financialcontent.com/pennwell.dental/news/read/{{rcid}}/{{slug}}","http://www.dentaleconomics.com"
"Denver Post","http://markets.financialcontent.com/mng-denver?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.denverpost.com/"
"Deseret News","http://markets.financialcontent.com/deseretnews?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.deseretnews.com"
"Digital Media Wire","http://finance.dmwmedia.com/dmwmedia?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.dmwmedia.com"
"El Nuevo Herald","http://markets.financialcontent.com/mi.elnuevo/news/read/{{rcid}}/{{slug}}","http://www.elnuevoherald.com"
"El Paso Times","http://markets.financialcontent.com/mng-elpaso.elpasotimes/news/read/{{rcid}}/{{slug}}","http://www.elpasotimes.com"
"ElectroIQ","http://markets.financialcontent.com/pennwell.photovoltaics/news/read/{{rcid}}/{{slug}}","http://www.electroiq.com"
"Farmington Daily Times","http://markets.financialcontent.com/mng-elpaso.dailytimes/news/read/{{rcid}}/{{slug}}","http://www.daily-times.com"
"Fat Pitch Financials","http://quotes.fatpitchfinancials.com/fatpitch.financials?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.fatpitchfinancials.com"
"FayObserver","http://markets.financialcontent.com/fayobserver/news/read/{{rcid}}/{{slug}}","http://www.fayobserver.com"
"Franklin Credit Management Corporation","http://markets.financialcontent.com/franklincredit?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.franklincredit.com/"
"Globalbank.com","http://markets.financialcontent.com/globalvalores?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.globalbank.com.pa"
"Great American Advisors","http://markets.financialcontent.com/gafri/news/read/{{rcid}}/{{slug}}","http://www.gaadvisors.com"
"Harbor Village","http://markets.financialcontent.com/gatehouse.metrowest/news/read?GUID={{rcid}}","http://www.metrowestdailynews.com"
"HeraldNet Everett, Washington","http://markets.financialcontent.com/heraldnet/news/read/{{rcid}}/{{slug}}","http://www.heraldnet.com"
"Housing Wire","http://markets.housingwire.com/housingwire/news/read?GUID={{rcid}}","http://markets.housingwire.com"
"HPC Wire","http://markets.financialcontent.com/taborcomm.hpcwire?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.hpcwire.com"
"Hydro Review","http://markets.financialcontent.com/pennwell.hydroworld/news/read/{{rcid}}/{{slug}}","http://www.hydroworld.com"
"Idaho Statesman","http://markets.financialcontent.com/mi.idahostatesman/news/read/{{rcid}}/{{slug}}","http://www.idahostatesman.com"
"Industrial Info","http://financialmarkets.industrialinfo.com/industrialinfo/news/read/{{rcid}}/{{slug}}","http://www.industrialinfo.com"
"InfoStor","http://markets.financialcontent.com/pennwell.infostor/news/read/{{rcid}}/{{slug}}","http://www.infostor.com"
"Inside Bay Area","http://markets.financialcontent.com/mng-ba.iba/news/read/{{rcid}}/{{slug}}","http://www.insidebayarea.com"
"Intelligent Value","http://markets.financialcontent.com/ms.intelvalue?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.intelligentvalue.com"
"International Business Times","http://markets.financialcontent.com/ibtimes?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.ibtimes.com"
"Investing Daily","http://stocks.investingdaily.com/investingdaily?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.investingdaily.com"
"InvestorPlace","http://markets.financialcontent.com/investplace/news/read/{{rcid}}/{{slug}}","http://www.investorplace.com"
"Investtalk","http://markets.financialcontent.com/investtalk?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.investtalk.com"
"Inyo Register","http://business.inyoregister.com/inyoregister/news/read/{{rcid}}/{{slug}}","http://www.inyoregister.com"
"Journal Sentinel, Milwaukee, WI","http://finance.jsonline.com/jsonline/news/read/{{rcid}}/{{slug}}","http://finance.jsonline.com"
"Kane Republican","http://business.kanerepublican.com/kanerepublican/news/read/{{rcid}}/{{slug}}","http://www.kanerepublican.com"
"Kansas City Star","http://markets.financialcontent.com/mi.kansascity/news/read/{{rcid}}/{{slug}}","http://www.kansascity.com"
"KARN News Radio 102.9 FM / 920 AM Little Rock, Arkansas","http://markets.financialcontent.com/citcomm.citcommstations?Page=MEDIAVIEWER&GUID={{rcid}}","http://wwwkarnnewsradio.com",
"KUTV 2News Utah","http://markets.financialcontent.com/fourptsmedia.kutv?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.connect2utah.com"
"LA Daily News","http://markets.financialcontent.com/mng-lang.dailynews/news/read/{{rcid}}/{{slug}}","http://www.dailynews.com"
"Las Cruces Sun-News","http://markets.financialcontent.com/mng-elpaso.lcsunnews/news/read/{{rcid}}/{{slug}}","http://www.lcsun-news.com"
"Lexington Herald-Leader","http://markets.financialcontent.com/mi.kentucky/news/read/{{rcid}}/{{slug}}","http://www.kentucky.com"
"Macon Telegraph","http://markets.financialcontent.com/mi.macon/news/read/{{rcid}}/{{slug}}","http://www.macon.com"
"Malvern Daily Record","http://business.malvern-online.com/malvern-online/news/read/{{rcid}}/{{slug}}","http://www.malvern-online.com"
"Mammoth Times","http://business.mammothtimes.com/mammothtimes/news/read/{{rcid}}/{{slug}}","http://www.mammothtimes.com"
"Market Intelligence Center","http://markets.financialcontent.com/marketintelligence?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.marketintelligencecenter.com"
"Market Pulse","http://markets.financialcontent.com/marketpulse/news/read/{{rcid}}/{{slug}}","http://www.market-pulse.com"
"MarketPlace","http://thenumbers.marketplace.org/publicradio/news/read?GUID={{rcid}}","http://thenumbers.marketplace.org"
"Maxim Group","http://markets.financialcontent.com/maximgrp?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.maximgrp.com"
"Milwaukee Wisconsin Journal Sentinel","http://finance.jsonline.com/jsonline/news/read/{{rcid}}/{{slug}}","http://www.jsonline.com/"
"Minnesota Public Radio","http://markets.financialcontent.com/mpr?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.mpr.org"
"Minster Community Post","http://business.minstercommunitypost.com/minstercommunitypost/news/read/{{rcid}}/{{slug}}","http://www.minstercommunitypost.com"
"Minyanville","http://finance.minyanville.com/minyanville?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.minyanville.com"
"MoneyShow.com","http://stocks.moneyshow.com/intershow.moneyshow/news/read/{{rcid}}/{{slug}}","http://www.moneyshow.com"
"myCentralOregon.com Bend, Oregon","http://markets.financialcontent.com/clarkebroadcasting.mycentraloregon?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.mycentraloregon.com"
"myMotherLode.com California Gold Country","http://markets.financialcontent.com/clarkebroadcasting.mymotherlode?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.mymotherlodecom",
"Nation\"s Restaurant News","http://markets.financialcontent.com/nrn?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.nrn.com/"
"NewsOK","http://markets.financialcontent.com/newsok/news/read/{{rcid}}/{{slug}}","http://www.newsok.com"
"Observer News Enterprise","http://business.observernewsonline.com/observernewsonline/news/read/{{rcid}}/{{slug}}","http://www.observernewsonline.com"
"Oil & Gas Financial Journal","http://markets.financialcontent.com/pennwell.ogj/news/read/{{rcid}}/{{slug}}","http://www.ogfj.com"
"Oil & Gas Journal Online","http://markets.financialcontent.com/pennwell.ogj/news/read/{{rcid}}/{{slug}}","http://www.ogj.com"
"OptoIQ","http://markets.financialcontent.com/pennwell.bioopticsworld/news/read/{{rcid}}/{{slug}}","http://www.optoiq.com"
"Ozarks First (KOLR10 TV) Springfield, MO","http://iw-us-500.industryweek.com/industryweek/news/read?GUID={{rcid}}","http://iw-us-500.industryweek.com"
"Pasadena Star-News","http://markets.financialcontent.com/mng-lang.pasadena/news/read/{{rcid}}/{{slug}}","http://www.pasadenastarnews.com"
"Pittsburgh Post-Gazette","http://markets.post-gazette.com/postgazette?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.post-gazette.com"
"Poteau Daily News","http://business.poteaudailynews.com/poteaudailynews/news/read/{{rcid}}/{{slug}}","http://www.poteaudailynews.com"
"Power-Gen Worldwide","http://markets.financialcontent.com/pennwell.photovoltaics/news/read/{{rcid}}/{{slug}}","http://www.powergenworldwide.com"
"Press Enterprise","http://markets.pe.com/pe/news/read/{{rcid}}/{{slug}}","http://www.pe.com"
"Press-Telegram","http://markets.financialcontent.com/mng-lang.presstelegram/news/read/{{rcid}}/{{slug}}","http://www.presstelegram.com"
"Record Publishing Company","http://markets.financialcontent.com/dixcom.recordpub/news/read/{{rcid}}/{{slug}}","http://www.recordpub.com"
"Redlands Daily Facts","http://markets.financialcontent.com/mng-lang.redlandsdaily/news/read/{{rcid}}/{{slug}}","http://www.redlandsdailyfacts.com"
"Renewable Energy World","http://finance.renewableenergyworld.com/pennwell.renewableenergy/news/read/{{rcid}}/{{slug}}","http://www.renewableenergyworld.com"
"Ridgway Record","http://business.ridgwayrecord.com/ridgwayrecord/news/read/{{rcid}}/{{slug}}","http://www.ridgwayrecord.com"
"Rockford Register Star","http://markets.financialcontent.com/gatehouse.rrstar/news/read/{{rcid}}/{{slug}}","http://www.rrstar.com"
"Rockwell Global Capital","http://markets.financialcontent.com/rockwellglobal?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.rockwellglobal.com"
"Ruidoso News","http://markets.financialcontent.com/mng-elpaso.ruidosonews/news/read/{{rcid}}/{{slug}}","http://www.ruidosonews.com"
"Salt Lake City Tribune","http://markets.financialcontent.com/mng-sltrib?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.sltrib.com/"
"San Bernardino County Sun","http://markets.financialcontent.com/mng-lang.sbsun/news/read/{{rcid}}/{{slug}}","http://www.sbsun.com"
"San Gabriel Valley Tribune","http://markets.financialcontent.com/mng-lang.sgvtrib/news/read/{{rcid}}/{{slug}}","http://www.sgvtribune.com"
"San Jose Mercury News","http://markets.financialcontent.com/mng-ba.mercurynews/news/read/{{rcid}}/{{slug}}","http://www.mercurynews.com"
"San Mateo Daily Journal","http://markets.financialcontent.com/smdailyjournal?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.smdailyjournal.com"
"Santa Cruz Sentinel","http://markets.financialcontent.com/mng-ba.santacruzsentinel/news/read/{{rcid}}/{{slug}}","http://www.santacruzsentinel.com"
"SearchBug","http://markets.financialcontent.com/searchbug?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.searchbug.com"
"Sign On San Diego","http://markets.financialcontent.com/sandiego?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.signonsandiego.com"
"Silicon Investor","http://markets.siliconinvestor.com/siliconinvestor/news/read?GUID={{rcid}}","http://markets.siliconinvestor.com"
"SiliconValley.com","http://markets.financialcontent.com/mng-ba.siliconvalley/news/read/{{rcid}}/{{slug}}","http://www.siliconvalley.com"
"Silver City Sun-News","http://markets.financialcontent.com/mng-elpaso.scsunnews/news/read?GUID={{rcid}}","http://www.scsun-news.com"
"Spoke.com","http://markets.financialcontent.com/spoke?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.spoke.com/"
"Star Telegram","http://markets.financialcontent.com/mi.startelegram/news/read/{{rcid}}/{{slug}}","http://www.star-telegram.com"
"Star Tribune","http://markets.financialcontent.com/startribune/news/read/{{rcid}}/{{slug}}","http://www.startribune.com"
"Starkville Daily News","http://business.starkvilledailynews.com/starkvilledailynews/news/read/{{rcid}}/{{slug}}","http://www.starkvilledailynews.com"
"Stock Enews","http://stockquotes.stockenews.com/stockenews/news/read?GUID={{rcid}}","http://stockquotes.stockenews.com"
"Stocknod","http://quotes.stocknod.com/stocknod?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.stocknod.com"
"StreetInsider","http://markets.financialcontent.com/streetinsider?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.streetinsider.com"
"Sun Herald","http://markets.financialcontent.com/mi.sunherald/news/read/{{rcid}}/{{slug}}","http://www.sunherald.com"
"Sweetwater Reporter","http://business.sweetwaterreporter.com/sweetwaterreporter/news/read/{{rcid}}/{{slug}}","http://www.sweetwaterreporter.com"
"The Alliance Review","http://markets.financialcontent.com/dixcom.alliancereview/news/read/{{rcid}}/{{slug}}","http://www.the-review.com"
"The Antlers American","http://business.theantlersamerican.com/theantlersamerican/news/read/{{rcid}}/{{slug}}","http://www.theantlersamerican.com"
"The Bellingham Herald","http://markets.financialcontent.com/mi.bellinghamherald/news/read/{{rcid}}/{{slug}}","http://www.bellinghamherald.com"
"The Boston Globe","http://finance.boston.com/boston/news/read/{{rcid}}/{{slug}}","http://www.boston.com"
"The Buffalo News","http://markets.financialcontent.com/buffnews/news/read/{{rcid}}/{{slug}}","http://www.buffalonews.com"
"The Columbus Ledger Enquirer","http://markets.financialcontent.com/mi.ledgerenquirer/news/read/{{rcid}}/{{slug}}","http://www.ledger-enquirer.com"
"The Crescent-News","http://markets.financialcontent.com/dixcom.crescentnews/news/read/{{rcid}}/{{slug}}","http://www.crescent-news.com"
"The Daily Breeze","http://markets.financialcontent.com/mng-lang.dailybreeze/news/read/{{rcid}}/{{slug}}","http://www.dailybreeze.com"
"The Daily Jeffersonian","http://markets.financialcontent.com/dixcom.dailyjeff/news/read/{{rcid}}/{{slug}}","http://www.daily-jeff.com"
"The Daily Press","http://business.smdailypress.com/smdailypress/news/read/{{rcid}}/{{slug}}","http://www.smdailypress.com"
"The Daily Record","http://markets.financialcontent.com/dixcom.dailyrecord/news/read/{{rcid}}/{{slug}}","http://www.the-daily-record.com"
"The Daily Times","http://markets.financialcontent.com/mng-elpaso.dailytimes/news/read?GUID={{rcid}}","http://www.daily-times.com/farmington-business"
"The Deming Headlight","http://markets.financialcontent.com/mng-elpaso.demingheadlight/news/read/{{rcid}}/{{slug}}","http://www.demingheadlight.com"
"The Evening Leader","http://business.theeveningleader.com/theeveningleader/news/read/{{rcid}}/{{slug}}","http://www.theeveningleader.com"
"The Island Packet","http://markets.financialcontent.com/mi.islandpacket/news/read/{{rcid}}/{{slug}}","http://www.islandpacket.com"
"The MiamiHerald","http://markets.financialcontent.com/mi.miamiherald/news/read/{{rcid}}/{{slug}}","http://www.miamiherald.com"
"The Morning News","http://business.am-news.com/am-news/news/read/{{rcid}}/{{slug}}","http://www.am-news.com"
"The Network Journal","http://markets.financialcontent.com/tnj?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.tnj.com"
"The News & Observer","http://markets.financialcontent.com/mi.newsob/news/read/{{rcid}}/{{slug}}","http://www.newsobserver.com"
"The News Tribune","http://markets.financialcontent.com/mi.newstribune/news/read/{{rcid}}/{{slug}}","http://www.thenewstribune.com"
"The North Shore","http://markets.nsprivate.com/nsprivate/news/read?GUID={{rcid}}","http://markets.nsprivate.com"
"The Oak Ridger","http://markets.financialcontent.com/gatehouse.oakridger/news/read/{{rcid}}/{{slug}}","http://www.oakridger.com"
"The Olympian","http://markets.financialcontent.com/mi.theolympian/news/read/{{rcid}}/{{slug}}","http://www.theolympian.com"
"The Pilot News","http://business.thepilotnews.com/thepilotnews/news/read/{{rcid}}/{{slug}}","http://www.thepilotnews.com"
"The Post and Mail","http://business.thepostandmail.com/thepostandmail/news/read/{{rcid}}/{{slug}}","http://www.thepostandmail.com"
"The Punxsutawney Spirit","http://business.punxsutawneyspirit.com/punxsutawneyspirit/news/read/{{rcid}}/{{slug}}","http://www.punxsutawneyspirit.com"
"The Sacramento Bee","http://markets.financialcontent.com/mi.sacbee/news/read/{{rcid}}/{{slug}}","http://www.sacbee.com"
"The San Luis Obispo Tribune","http://markets.financialcontent.com/mi.sanluisobispo/news/read/{{rcid}}/{{slug}}","http://www.sanluisobispo.com"
"The State","http://markets.financialcontent.com/mi.thestate/news/read/{{rcid}}/{{slug}}","http://www.thestate.com"
"The State Journal","http://markets.financialcontent.com/dixcom.statejournal/news/read/{{rcid}}/{{slug}}","http://www.state-journal.com"
"The Sun News","http://markets.financialcontent.com/mi.myrtlebeach/news/read/{{rcid}}/{{slug}}","http://www.thesunnews.com"
"The Telegram & Gazette","http://markets.financialcontent.com/telegram/news/read/{{rcid}}/{{slug}}","http://www.telegram.com"
"Townhall Finance","http://markets.financialcontent.com/townhall?Page=MEDIAVIEWER&GUID={{rcid}}","http://finance.townhall.com/"
"Trans World News","http://stockquotes.transworldnews.com/transworldnews/news/read?GUID={{rcid}}","http://stockquotes.transworldnews.com"
"Travel Weekly","http://finance.travelweekly.com/northstar.travelweekly/news/read?GUID={{rcid}}","http://finance.travelweekly.com"
"Valley City Times-Record","http://business.times-online.com/times-online/news/read/{{rcid}}/{{slug}}","http://www.times-online.com"
"Value Investing News","http://markets.financialcontent.com/fatpitch.valueinvestingnews?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.valueinvestingnews.com"
"Virtual Strategy Magazine","http://finance.virtual-strategy.com/virtualstrategy/news/read?GUID={{rcid}}","http://finance.virtual-strategy.com"
"Wall Street Anaylist","http://markets.wallstanalyst.com/wallstanalyst/news/read?GUID={{rcid}}","http://markets.wallstanalyst.com"
"Wall Street Business Network","http://markets.financialcontent.com/salemcomm.kdow?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.kdow.biz/"
"WallStreetSelect","http://investor.wallstreetselect.com/wss?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.wallstreetselect.com"
"Wapakoneta Daily News","http://business.wapakdailynews.com/wapakdailynews/news/read/{{rcid}}/{{slug}}","http://www.wapakdailynews.com"
"Whittier Daily News","http://markets.financialcontent.com/mng-lang.whittier/news/read/{{rcid}}/{{slug}}","http://www.whittierdailynews.com"
"Wichita Eagle","http://markets.financialcontent.com/mi.kansas/news/read/{{rcid}}/{{slug}}","http://www.kansas.com"
"Woob News","http://stockquotes.wooeb.com/wooeb/news/read?GUID={{rcid}}","http://stockquotes.wooeb.com"
"Worcester Telegram & Gazette","http://markets.financialcontent.com/telegram?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.telegram.com/"
"World Net Daily","http://markets.wnd.com/worldnetdaily?Page=MEDIAVIEWER&GUID={{rcid}}","http://www.wnd.com"
"Worth Magazine","http://markets.financialcontent.com/worth/news/read/{{rcid}}/{{slug}}","http://www.worth.com"
"WRAL","http://markets.financialcontent.com/wral/news/read/{{rcid}}/{{slug}}","http://www.wral.com"